line_number,lyric_line
4793,My teeth and my ice so white like Shady
4794,Ice in my teeth so refrigerated
4795,I'm so fuckin' good like I'm sleepin' with Meagan (ha!)
4796,"I'm all about my Franklins, Lincolns, and Reagans"
4797,"Whenever they make them, I shall hayve them"
4798,"Oops, I meant ""have them"" – I'm so crazy!"
4799,"But if you play crazy, you be sleepin' with daisies"
4800,"I'm such a hayvoc – oops, I meant ""havoc""!"
4801,And my drink's still pinker than the Easter rabbit
4802,And I'm still col' like Keyshia's family
4803,Stove on my waist turn beef to patties (baow!)
4804,And I ate it 'cause I'm so avid (no homo)
4805,And I don't front and I don't go backwards
4806,And I don't practice and I don't lack shit
4807,"And you can get buried – suck my bat, bitch (ha!)"
4808,"We outta here, baby!"
4809,"Swag at a hundred and climbin', baby, yeah!"
4810,"Life of a Don, lights keep glowin'"
4811,Comin' in the club wit' that fresh shit on
4812,"Wit' somethin' crazy on my arm, uh-huh-hum"
4813,"And here's another hit, Barry Bonds"
4814,La-da-da da-da da-da da-da da-da da
4815,Blap!
4816,We go through too much bullshit
4817,Just to mess with these drunk and hot girls
4818,We go through too much bullshit
4819,Just to mess with these drunk and hot girls
4820,We go
4821,Through too
4822,Much shit
4823,To mess
4824,Mess with
4825,These drunk
4826,All of these drunk and hot girls
4827,Driving around town looking for the best spot
4828,For the drunk and hot girls
4829,Up in the club look at here what we got
4830,Some drunk and hot girls
4831,Stop dancing with your girlfriend and come dance with me
4832,Stop talking 'bout your boyfriend since he is not me
4833,Stop running up my tab 'cause these drinks is not free
4834,You drunk and hot girl
4835,We go through too much bullshit
4836,Just to mess with these drunk and hot girls
4837,We go through too much bullshit
4838,Just to mess with these drunk and hot girls
4839,We go
4840,Through too
4841,Much shit
4842,To mess
4843,Mess with
4844,These drunk
4845,All of these drunk and hot girls
4846,"I don't want to drop your friends off, I just want you"
4847,You drunk and hot girl
4848,You want to sit down but we hit the drive-thru
4849,You drunk and hot girl
4850,"Please don't fall asleep, baby, we almost back"
4851,"Please don't throw up in the car, we almost crashed"
4852,"Oh, now you sober, how'd I know you'd say that"
4853,You drunk and hot girl
4854,We go through too much bullshit
4855,Just to mess with these drunk and hot girls
4856,We go through too much bullshit
4857,Just to mess with these drunk and hot girls
4858,We go
4859,Through too
4860,Much shit
4861,To mess
4862,Mess with
4863,These drunk
4864,All of these drunk and hot girls
4865,Love the dangerous necessity that people seek
4866,Without regard to where they are
4867,The human heart is curious
4868,"Above all things, love, the lights are low, your eyes are bright"
4869,"The music plays, it's sweet delight"
4870,"It's out of sight, I'm feeling right"
4871,Your dress is tight
4872,"Oh howwwwww, I want you right now"
4873,"Don't tell me, you sing, you about to get a deal"
4874,You drunk and hot girl
4875,"""Ah da da da da,"" That's how the fuck you sound"
4876,"You drunk and hot girl, yeah"
4877,"You only live once, do whatever you like"
4878,I thought I'd be with you for only one night
4879,Now I'm with this girl for the rest of my life
4880,That drunk and hot girl
4881,We go through too much bullshit just to mess with these drunk and hot girls
4882,(A little sippy sippy)
4883,We gonna through too much bullshit just to mess with these drunk and hot girls
4884,(Did she say she want a brewski?)
4885,We go
4886,Through too
4887,Much shit
4888,To mess
4889,Mess with
4890,These drunk
4891,All of these drunk and hot girls
4892,"Flashing lights (lights, lights)"
4893,She don't believe in shootin' stars
4894,But she believe in shoes and cars
4895,Wood floors in the new apartment
4896,Couture from the store's departments
4897,"You more like ""love to start shit"""
4898,I'm more of the trips to Florida
4899,"Ordered the hors d'oeuvres, views of the water"
4900,Straight from a page of your favorite author
4901,And the weather so breezy
4902,"Man, why can't life always be this easy?"
4903,She in the mirror dancin' so sleazy
4904,"I get a call like, ""Where are you, Yeezy?"""
4905,And try to hit you with the ol-wu-wopte
4906,'Til I got flashed by the paparazzi
4907,"Damn, these niggas got me"
4908,I hate these niggas more than the Nazis
4909,"As I recall, I know you love to show off"
4910,But I never thought that you would take it this far
4911,What do I know?
4912,"Flashing lights (lights, lights)"
4913,What do I know? Know
4914,"Flashing lights (lights, lights)"
4915,"I know it's been a while, sweetheart"
4916,"We hardly talk, I was doin' my thang"
4917,"I know it was foul, baby"
4918,"Aye, babe, lately, you've been all on my brain"
4919,And if somebody woulda told me a month ago
4920,"Frontin', though, yo, I wouldn't wanna know"
4921,If somebody woulda told me a year ago
4922,It'll go get this difficult
4923,Feelin' like Katrina with no FEMA
4924,Like Martin with no Gina
4925,Like a flight with no Visa
4926,"First class with the seat back, I still see ya"
4927,"In my past, you on the other side of the glass"
4928,Of my memory's museum
4929,"I'm just sayin', hey, Mona Lisa"
4930,"Come home, you know you can't roam without Caesar"
4931,"As I recall, I know you love to show off"
4932,But I never thought that you would take it this far
4933,What do I know?
4934,"Flashing lights (lights, lights)"
4935,What do I know? Know
4936,"Flashing lights (lights, lights)"
4937,"As you recall, you know I love to show off"
4938,But you never thought that I would take it this far
4939,What do you know?
4940,"Flashing lights, lights, lights"
4941,What do you know? Know
4942,"Flashing lights (lights, lights)"
4943,"Flashing lights (lights, lights, lights, lights…)"
4944,"Damn, here we go again"
4945,"Common passed on this beat, I made it to a jam"
4946,Now everything I'm not made me everything I am
4947,"Damn, here we go again"
4948,"People talking shit, but when the shit hit the fan"
4949,Everything I'm not made me everything I am
4950,I'll never be picture-perfect Beyoncé
4951,Be light as Al B or black as Chauncey
4952,Remember him from Blackstreet? He was black as the street was
4953,I'll never be laid back as this beat was
4954,I never could see why people'll reach a
4955,Fake-ass facade that they couldn't keep up
4956,You see how I creeped up?
4957,You see how I played a big role in Chicago like Queen Latifah?
4958,I'll never rock a mink coat in the winter time like Killa Cam
4959,Or rock some mink boots in the summertime like will.i.am
4960,"Let me know if you feel it, man"
4961,'Cause everything I'm not made me everything I am
4962,"Damn, here we go again"
4963,Everybody saying what's not for him
4964,But everything I'm not made me everything I am
4965,"Damn, here we go again"
4966,"People talking shit, but when the shit hit the fan"
4967,Everything I'm not made me everything I am
4968,And I'm back to tear it up
4969,"Haters start your engines, I hear 'em gearing up"
4970,People talk so much shit about me at barbershops
4971,They forget to get their hair cut
4972,"Okay, fair enough, the streets is flaring up"
4973,"'Cause they want gun talk, or I don't wear enough"
4974,"Baggy clothes, Reeboks, or A-di-dos"
4975,Can I add that he do spaz out at his shows
4976,So say goodbye to the NAACP Award
4977,Goodbye to the India Arie Award
4978,They'd rather give me the N-nigga Please Award
4979,But I'll just take the I Got a Lot of Cheese Award
4980,"Damn, here we go again"
4981,Bum-tu-bum-bum-bum
4982,But everything I'm not made me everything I am
4983,"Damn, here we go again"
4984,"People talking shit, but when the shit hit the fan"
4985,Everything I'm not made me everything I am
4986,I know people wouldn't usually rap this
4987,But I got the facts to back this
4988,"Just last year, Chicago had over 600 caskets"
4989,"Man, killing's some wack shit"
4990,"Oh, I forgot, 'cept for when niggas is rappin'"
4991,Do you know what it feel like when people is passin'?
4992,He got changed over his chains a block off Ashland
4993,"I need to talk to somebody, pastor"
4994,"The church want tithe, so I can't afford to pay"
4995,"Pink slip on my door, 'cause I can't afford to stay"
4996,"My fifteen seconds up, but I got more to say"
4997,"That's enough Mr. West, please, no more today"
4998,"Damn, here we go again"
4999,Everybody saying what's not for him
5000,But everything I'm not made me everything I am
5001,"Damn, here we go again"
5002,"People talking shit, but when the shit hit the fan"
5003,Everything I'm not made me everything I am
5004,In my soul
5005,Gonna take you to the glory
5006,"Goal, in my mind I can't study war, yeah my"
5007,"I can't study war, yeah my"
5008,Now where the South Side
5009,"I can't study no, yeah my"
5010,Now where the West Side
5011,"I can't study no, yeah my"
5012,Can I talk my shit again?
5013,Even if I don't hit again?
5014,"Dog, are you fucking kidding?"
5015,"My hat, my shoes, my coat"
5016,"Louis Vuitton stitch, with Donatella Versace"
5017,"That's Louis Vuitton, bitch"
5018,"I think Hennessy, I drink, I'm gone"
5019,Off that Bacardi Limon and Corona. I'm zonin'
5020,Class back in session so I upped it a grade
5021,In two years Dwayne Wayne became Dwyane Wade
5022,"And hey, please don't start me"
5023,I'm like Gnarls Barkley meets Charles Barkley
5024,"I'm pop the Barkers, I'm hood the Parkers"
5025,While y'all was in limbo I raised the bar up
5026,I touched on everything
5027,"Married to the game, rock a chain 'steada wedding ring"
5028,Y'all bridesmaids catch the garter
5029,On nights when 'Ye romance
5030,Cameras flash so much
5031,That I gotta do that Yayo dance
5032,"I'm on a world tour with Common, my man"
5033,After each and every show a couple dykes in the van
5034,It's easy
5035,The hood love to listen to Jeezy and Weezy
5036,"And, oh yeah, Yeezy"
5037,I did it for the glory
5038,Yeah my
5039,"I can't study no, yeah my"
5040,The glory
5041,"I can't study no, yeah my"
5042,I did it for the glory
5043,"I can't study no, yeah my"
5044,The glory
5045,"I can't study no, yeah my"
5046,What am I supposed to do now?
5047,Man the game all messed up
5048,How I'm suppose to stand out when everybody get dressed up?
5049,"So yeah, at the Grammys I went ultra Travolta"
5050,Yeah that tuxedo might have been a little guido
5051,But with my ego
5052,I can stand there in a Speedo
5053,And be looked at like a fucking hero
5054,"The glory, the story, the chain, the polo, the night"
5055,"The grind, the empty bottles of No-Doz"
5056,"Tank on empty, whipping my mamma's Volvo"
5057,I spent that gas money on clothes with logos
5058,"The fur is Hermes, shit that you don't floss"
5059,"The Goyard so hard man, I'm Hugo's boss"
5060,Why I gotta ask what that TUDOR cost?
5061,House on the hill
5062,Two doors from Tracey Ross
5063,And I'm asking about her girlfriends
5064,"Yeah, the dark skin'ed ones"
5065,She asking about the speed boats yeah I admit we rented 'em
5066,When you meet me in person what do you feel like?
5067,"I know, I know I look better in real life"
5068,I hear people compare themselves to big a lot
5069,"You know B.I.G. and Pac, you know to get it hot"
5070,I guess after I live I wanna be compared to B.I.G
5071,"Any one: Big Pun, Big L or Notorious"
5072,"'Till then, get money and stunt and stay glorious"
